date,local_code,location_name,zone_name,population,age_group,dose_1,dose_2,total_doses_administered,percent_pop_1_plus_dose,percent_pop_fully_immunized
2021/05/18,Z5.4.A.07,HIGH PRAIRIE,NORTH,1682,60-74 years,1039,205,1244,61.8,12.2
2021/05/18,Z5.4.A.07,HIGH PRAIRIE,NORTH,632,75+ years,431,357,788,68.2,56.5
2021/05/18,Z5.4.A.07,HIGH PRAIRIE,NORTH,11701,All age years,3307,833,4140,28.3,7.1
2021/05/18,Z5.4.B.04,HIGH LEVEL,NORTH,2129,12-19 years,118,2,120,5.5,0.1
2021/05/18,Z5.4.B.04,HIGH LEVEL,NORTH,7486,20-39 years,734,89,823,9.8,1.2
2021/05/18,Z5.4.B.04,HIGH LEVEL,NORTH,4646,40-59 years,1021,105,1126,22,2.3
2021/05/18,Z5.4.B.04,HIGH LEVEL,NORTH,1876,60-74 years,536,55,591,28.6,2.9
2021/05/18,Z5.4.B.04,HIGH LEVEL,NORTH,630,75+ years,164,123,287,26.1,19.5
2021/05/18,Z5.4.B.04,HIGH LEVEL,NORTH,25363,All age years,2574,374,2948,10.1,1.5
2021/05/18,Z5.4.B.05,MANNING,NORTH,226,12-19 years,40,0,40,17.7,0
2021/05/18,Z5.4.B.05,MANNING,NORTH,821,20-39 years,172,23,195,21,2.8
2021/05/18,Z5.4.B.05,MANNING,NORTH,844,40-59 years,326,47,373,38.6,5.6
2021/05/18,Z5.4.B.05,MANNING,NORTH,549,60-74 years,319,112,431,58.2,20.4
2021/05/18,Z5.4.B.05,MANNING,NORTH,256,75+ years,198,166,364,77.2,64.7
2021/05/18,Z5.4.B.05,MANNING,NORTH,3333,All age years,1057,348,1405,31.7,10.4
2021/05/18,Z5.4.C.06,PEACE RIVER,NORTH,1307,12-19 years,287,2,289,22,0.2
2021/05/18,Z5.4.C.06,PEACE RIVER,NORTH,5318,20-39 years,1292,205,1497,24.3,3.9
2021/05/18,Z5.4.C.06,PEACE RIVER,NORTH,4577,40-59 years,2215,225,2440,48.4,4.9
2021/05/18,Z5.4.C.06,PEACE RIVER,NORTH,2673,60-74 years,1871,227,2098,70,8.5
2021/05/18,Z5.4.C.06,PEACE RIVER,NORTH,897,75+ years,707,573,1280,78.8,63.9
2021/05/18,Z5.4.C.06,PEACE RIVER,NORTH,18659,All age years,6383,1232,7615,34.2,6.6
2021/05/18,Z5.4.D.08,FALHER,NORTH,251,12-19 years,51,0,51,20.3,0
2021/05/18,Z5.4.D.08,FALHER,NORTH,1166,20-39 years,262,38,300,22.5,3.3
2021/05/18,Z5.4.D.08,FALHER,NORTH,1018,40-59 years,443,44,487,43.5,4.3
2021/05/18,Z5.4.D.08,FALHER,NORTH,789,60-74 years,589,44,633,74.6,5.6
2021/05/18,Z5.4.D.08,FALHER,NORTH,403,75+ years,346,308,654,85.8,76.4
2021/05/18,Z5.4.D.08,FALHER,NORTH,4481,All age years,1693,434,2127,37.8,9.7
2021/05/18,Z5.4.D.09,SPIRIT RIVER,NORTH,390,12-19 years,73,0,73,18.7,0
2021/05/18,Z5.4.D.09,SPIRIT RIVER,NORTH,1446,20-39 years,228,14,242,15.8,1
2021/05/18,Z5.4.D.09,SPIRIT RIVER,NORTH,1552,40-59 years,659,44,703,42.5,2.8
2021/05/18,Z5.4.D.09,SPIRIT RIVER,NORTH,1137,60-74 years,739,53,792,65,4.7
2021/05/18,Z5.4.D.09,SPIRIT RIVER,NORTH,447,75+ years,356,273,629,79.7,61.1
2021/05/18,Z5.4.D.09,SPIRIT RIVER,NORTH,6128,All age years,2058,384,2442,33.6,6.3
2021/05/18,Z5.4.D.10,FAIRVIEW,NORTH,630,12-19 years,132,2,134,20.9,0.3
2021/05/18,Z5.4.D.10,FAIRVIEW,NORTH,1966,20-39 years,378,56,434,19.2,2.8
2021/05/18,Z5.4.D.10,FAIRVIEW,NORTH,1870,40-59 years,762,86,848,40.7,4.6
2021/05/18,Z5.4.D.10,FAIRVIEW,NORTH,1314,60-74 years,838,92,930,63.8,7
2021/05/18,Z5.4.D.10,FAIRVIEW,NORTH,648,75+ years,496,395,891,76.5,60.9
2021/05/18,Z5.4.D.10,FAIRVIEW,NORTH,8172,All age years,2608,631,3239,31.9,7.7
2021/05/18,Z5.5.A.01,WOOD BUFFALO,NORTH,292,12-19 years,41,2,43,14,0.7
2021/05/18,Z5.5.A.01,WOOD BUFFALO,NORTH,1168,20-39 years,222,31,253,19,2.7
2021/05/18,Z5.5.A.01,WOOD BUFFALO,NORTH,1165,40-59 years,448,69,517,38.5,5.9
2021/05/18,Z5.5.A.01,WOOD BUFFALO,NORTH,507,60-74 years,246,82,328,48.5,16.2
2021/05/18,Z5.5.A.01,WOOD BUFFALO,NORTH,104,75+ years,59,47,106,56.6,45.1
2021/05/18,Z5.5.A.01,WOOD BUFFALO,NORTH,4097,All age years,1017,231,1248,24.8,5.6
2021/05/18,Z5.6.A.01,FORT MCMURRAY,NORTH,4195,12-19 years,1615,7,1622,38.5,0.2
2021/05/18,Z5.6.A.01,FORT MCMURRAY,NORTH,28164,20-39 years,9236,478,9714,32.8,1.7
2021/05/18,Z5.6.A.01,FORT MCMURRAY,NORTH,23077,40-59 years,12343,497,12840,53.5,2.2
2021/05/18,Z5.6.A.01,FORT MCMURRAY,NORTH,6850,60-74 years,4327,265,4592,63.2,3.9
2021/05/18,Z5.6.A.01,FORT MCMURRAY,NORTH,729,75+ years,480,316,796,65.8,43.3
2021/05/18,Z5.6.A.01,FORT MCMURRAY,NORTH,79888,All age years,28072,1563,29635,35.1,2
2021/05/18,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,4382,12-19 years,531,3,534,12.1,0.1
2021/05/18,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,26855,20-39 years,5820,505,6325,21.7,1.9
2021/05/18,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,18549,40-59 years,8233,494,8727,44.4,2.7
2021/05/18,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,7325,60-74 years,5056,359,5415,69,4.9
2021/05/18,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,2240,75+ years,1799,1512,3311,80.3,67.5
2021/05/18,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,75043,All age years,21455,2873,24328,28.6,3.8
2021/05/19,Z1.1.A.01,CROWSNEST PASS,SOUTH,305,12-19 years,76,0,76,24.9,0
2021/05/19,Z1.1.A.01,CROWSNEST PASS,SOUTH,1322,20-39 years,376,55,431,28.4,4.2
2021/05/19,Z1.1.A.01,CROWSNEST PASS,SOUTH,1617,40-59 years,843,78,921,52.1,4.8
2021/05/19,Z1.1.A.01,CROWSNEST PASS,SOUTH,1633,60-74 years,1230,99,1329,75.3,6.1
2021/05/19,Z1.1.A.01,CROWSNEST PASS,SOUTH,618,75+ years,500,421,921,81,68.2
2021/05/19,Z1.1.A.01,CROWSNEST PASS,SOUTH,6358,All age years,3029,653,3682,47.6,10.3
2021/05/19,Z1.1.A.02,PINCHER CREEK,SOUTH,489,12-19 years,171,7,178,35,1.4
2021/05/19,Z1.1.A.02,PINCHER CREEK,SOUTH,1971,20-39 years,737,111,848,37.4,5.6
2021/05/19,Z1.1.A.02,PINCHER CREEK,SOUTH,1929,40-59 years,1048,215,1263,54.3,11.1
2021/05/19,Z1.1.A.02,PINCHER CREEK,SOUTH,1749,60-74 years,1320,229,1549,75.5,13.1
2021/05/19,Z1.1.A.02,PINCHER CREEK,SOUTH,807,75+ years,709,620,1329,87.8,76.8
2021/05/19,Z1.1.A.02,PINCHER CREEK,SOUTH,8407,All age years,3993,1182,5175,47.5,14.1
2021/05/19,Z1.1.A.03,FORT MACLEOD,SOUTH,402,12-19 years,121,6,127,30.1,1.5
2021/05/19,Z1.1.A.03,FORT MACLEOD,SOUTH,1717,20-39 years,414,44,458,24.1,2.6
2021/05/19,Z1.1.A.03,FORT MACLEOD,SOUTH,1458,40-59 years,655,86,741,44.9,5.9
2021/05/19,Z1.1.A.03,FORT MACLEOD,SOUTH,1219,60-74 years,825,90,915,67.7,7.4
2021/05/19,Z1.1.A.03,FORT MACLEOD,SOUTH,535,75+ years,401,346,747,74.9,64.7
2021/05/19,Z1.1.A.03,FORT MACLEOD,SOUTH,6840,All age years,2419,572,2991,35.4,8.4
2021/05/19,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,1326,12-19 years,352,13,365,26.5,1
2021/05/19,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,4122,20-39 years,843,141,984,20.5,3.4
2021/05/19,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,3357,40-59 years,1262,192,1454,37.6,5.7
2021/05/19,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,2558,60-74 years,1364,251,1615,53.3,9.8
2021/05/19,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,1277,75+ years,878,703,1581,68.8,55.1
2021/05/19,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,16639,All age years,4706,1300,6006,28.3,7.8
2021/05/19,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,1924,12-19 years,553,4,557,28.7,0.2
2021/05/19,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,7077,20-39 years,2042,207,2249,28.9,2.9
2021/05/19,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,5594,40-59 years,2903,184,3087,51.9,3.3
2021/05/19,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,3696,60-74 years,2723,253,2976,73.7,6.8
2021/05/19,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,1356,75+ years,1099,943,2042,81.1,69.6
2021/05/19,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,26202,All age years,9348,1591,10939,35.7,6.1
2021/05/19,Z1.2.B.02,TABER MD,SOUTH,1615,12-19 years,295,3,298,18.3,0.2
2021/05/19,Z1.2.B.02,TABER MD,SOUTH,5153,20-39 years,908,55,963,17.6,1.1
2021/05/19,Z1.2.B.02,TABER MD,SOUTH,4152,40-59 years,1718,110,1828,41.4,2.6
2021/05/19,Z1.2.B.02,TABER MD,SOUTH,2357,60-74 years,1605,122,1727,68.1,5.2
2021/05/19,Z1.2.B.02,TABER MD,SOUTH,989,75+ years,806,658,1464,81.5,66.5
2021/05/19,Z1.2.B.02,TABER MD,SOUTH,19203,All age years,5339,948,6287,27.8,4.9
2021/05/19,Z1.2.C.03,COUNTY OF WARNER,SOUTH,927,12-19 years,223,4,227,24,0.4
2021/05/19,Z1.2.C.03,COUNTY OF WARNER,SOUTH,2698,20-39 years,653,88,741,24.2,3.3
2021/05/19,Z1.2.C.03,COUNTY OF WARNER,SOUTH,2278,40-59 years,1069,115,1184,46.9,5
2021/05/19,Z1.2.C.03,COUNTY OF WARNER,SOUTH,1858,60-74 years,1279,174,1453,68.8,9.4
2021/05/19,Z1.2.C.03,COUNTY OF WARNER,SOUTH,815,75+ years,615,510,1125,75.5,62.6
2021/05/19,Z1.2.C.03,COUNTY OF WARNER,SOUTH,11216,All age years,3858,891,4749,34.4,7.9
2021/05/19,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,540,12-19 years,34,0,34,6.3,0
2021/05/19,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,1699,20-39 years,164,19,183,9.7,1.1
2021/05/19,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,1214,40-59 years,388,37,425,32,3
2021/05/19,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,859,60-74 years,508,71,579,59.2,8.3
2021/05/19,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,341,75+ years,260,223,483,76.3,65.4
2021/05/19,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,6477,All age years,1355,350,1705,20.9,5.4
2021/05/19,Z1.3.A.01,NEWELL,SOUTH,1983,12-19 years,591,17,608,29.8,0.9
2021/05/19,Z1.3.A.01,NEWELL,SOUTH,7780,20-39 years,2428,115,2543,31.2,1.5
2021/05/19,Z1.3.A.01,NEWELL,SOUTH,7416,40-59 years,3611,225,3836,48.7,3
2021/05/19,Z1.3.A.01,NEWELL,SOUTH,3496,60-74 years,2454,205,2659,70.2,5.9
2021/05/19,Z1.3.A.01,NEWELL,SOUTH,1279,75+ years,1015,857,1872,79.4,67
2021/05/19,Z1.3.A.01,NEWELL,SOUTH,27920,All age years,10118,1419,11537,36.2,5.1
2021/05/19,Z1.3.B.02,OYEN,SOUTH,204,12-19 years,22,2,24,10.8,1
2021/05/19,Z1.3.B.02,OYEN,SOUTH,781,20-39 years,165,28,193,21.1,3.6
2021/05/19,Z1.3.B.02,OYEN,SOUTH,833,40-59 years,325,61,386,39,7.3
2021/05/19,Z1.3.B.02,OYEN,SOUTH,745,60-74 years,480,178,658,64.5,23.9
2021/05/19,Z1.3.B.02,OYEN,SOUTH,313,75+ years,249,209,458,79.5,66.7
2021/05/19,Z1.3.B.02,OYEN,SOUTH,3525,All age years,1242,478,1720,35.2,13.6
2021/05/19,Z1.3.B.03,CYPRESS COUNTY,SOUTH,792,12-19 years,278,7,285,35.1,0.9
2021/05/19,Z1.3.B.03,CYPRESS COUNTY,SOUTH,2798,20-39 years,804,56,860,28.7,2
2021/05/19,Z1.3.B.03,CYPRESS COUNTY,SOUTH,3168,40-59 years,1630,91,1721,51.4,2.9
2021/05/19,Z1.3.B.03,CYPRESS COUNTY,SOUTH,1963,60-74 years,1340,85,1425,68.3,4.3
2021/05/19,Z1.3.B.03,CYPRESS COUNTY,SOUTH,507,75+ years,366,279,645,72.3,55.1
2021/05/19,Z1.3.B.03,CYPRESS COUNTY,SOUTH,11405,All age years,4430,518,4948,38.8,4.5
2021/05/19,Z1.4.A.01,MEDICINE HAT,SOUTH,3885,12-19 years,1784,19,1803,45.9,0.5
2021/05/19,Z1.4.A.01,MEDICINE HAT,SOUTH,17653,20-39 years,6721,617,7338,38.1,3.5
2021/05/19,Z1.4.A.01,MEDICINE HAT,SOUTH,17060,40-59 years,9960,789,10749,58.4,4.6
2021/05/19,Z1.4.A.01,MEDICINE HAT,SOUTH,12574,60-74 years,9702,914,10616,77.2,7.3
2021/05/19,Z1.4.A.01,MEDICINE HAT,SOUTH,5866,75+ years,5041,4371,9412,85.9,74.5
2021/05/19,Z1.4.A.01,MEDICINE HAT,SOUTH,68404,All age years,33288,6710,39998,48.7,9.8
2021/05/19,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,2558,12-19 years,1566,14,1580,61.2,0.5
2021/05/19,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,13658,20-39 years,7253,588,7841,53.1,4.3
2021/05/19,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,8704,40-59 years,6384,520,6904,73.3,6
2021/05/19,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,4903,60-74 years,4218,420,4638,86,8.6
2021/05/19,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,1596,75+ years,1447,1319,2766,90.6,82.6
2021/05/19,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,39115,All age years,20950,2861,23811,53.6,7.3
2021/05/19,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,1496,12-19 years,674,12,686,45.1,0.8
2021/05/19,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,8270,20-39 years,3506,304,3810,42.4,3.7
2021/05/19,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,7090,40-59 years,4574,344,4918,64.5,4.9
2021/05/19,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,4590,60-74 years,3811,400,4211,83,8.7
2021/05/19,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,2004,75+ years,1775,1469,3244,88.6,73.3
2021/05/19,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,28222,All age years,14374,2529,16903,50.9,9
2021/05/19,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,1630,12-19 years,908,13,921,55.7,0.8
2021/05/19,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,9700,20-39 years,4126,370,4496,42.5,3.8
2021/05/19,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,7527,40-59 years,5029,437,5466,66.8,5.8
2021/05/19,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,6621,60-74 years,5464,655,6119,82.5,9.9
2021/05/19,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,4430,75+ years,3984,3650,7634,89.9,82.4
2021/05/19,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,34789,All age years,19542,5125,24667,56.2,14.7
2021/05/19,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,7877,12-19 years,3287,34,3321,41.7,0.4
2021/05/19,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,34553,20-39 years,14688,1083,15771,42.5,3.1
2021/05/19,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,34909,40-59 years,22240,1338,23578,63.7,3.8
2021/05/19,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,19230,60-74 years,15713,1800,17513,81.7,9.4
2021/05/19,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,6641,75+ years,5700,5126,10826,85.8,77.2
2021/05/19,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,125587,All age years,61758,9381,71139,49.2,7.5
2021/05/19,Z2.1.B.02,CALGARY - NORTH,CALGARY,7453,12-19 years,2592,31,2623,34.8,0.4
2021/05/19,Z2.1.B.02,CALGARY - NORTH,CALGARY,33695,20-39 years,12830,1040,13870,38.1,3.1
2021/05/19,Z2.1.B.02,CALGARY - NORTH,CALGARY,34221,40-59 years,20687,1376,22063,60.5,4
2021/05/19,Z2.1.B.02,CALGARY - NORTH,CALGARY,14770,60-74 years,11831,1078,12909,80.1,7.3
2021/05/19,Z2.1.B.02,CALGARY - NORTH,CALGARY,4424,75+ years,3797,3166,6963,85.8,71.6
2021/05/19,Z2.1.B.02,CALGARY - NORTH,CALGARY,118910,All age years,51837,6691,58528,43.6,5.6
2021/05/19,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,3505,12-19 years,1273,9,1282,36.3,0.3
2021/05/19,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,25107,20-39 years,9838,643,10481,39.2,2.6
2021/05/19,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,20735,40-59 years,12510,663,13173,60.3,3.2
2021/05/19,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,11778,60-74 years,9275,1021,10296,78.8,8.7
2021/05/19,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,4952,75+ years,4281,3723,8004,86.4,75.2
2021/05/19,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,78422,All age years,37227,6059,43286,47.5,7.7
2021/05/19,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,4208,12-19 years,2002,17,2019,47.6,0.4
2021/05/19,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,16704,20-39 years,7652,522,8174,45.8,3.1
2021/05/19,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,17271,40-59 years,12141,804,12945,70.3,4.7
2021/05/19,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,9736,60-74 years,8288,1087,9375,85.1,11.2
2021/05/19,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,4417,75+ years,4060,3766,7826,91.9,85.3
2021/05/19,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,62936,All age years,34231,6196,40427,54.4,9.8
2021/05/19,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,825,12-19 years,252,2,254,30.5,0.2
2021/05/19,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,6482,20-39 years,2696,325,3021,41.6,5
2021/05/19,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,5552,40-59 years,3149,260,3409,56.7,4.7
2021/05/19,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,3760,60-74 years,2870,425,3295,76.3,11.3
2021/05/19,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,1714,75+ years,1490,1348,2838,87,78.7
2021/05/19,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,21500,All age years,10468,2360,12828,48.7,11
2021/05/19,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,1586,12-19 years,881,4,885,55.5,0.3
2021/05/19,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,15638,20-39 years,7792,609,8401,49.8,3.9
2021/05/19,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,12413,40-59 years,8079,550,8629,65.1,4.4
2021/05/19,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,6537,60-74 years,5147,770,5917,78.7,11.8
2021/05/19,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,3007,75+ years,2592,2322,4914,86.2,77.2
2021/05/19,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,45414,All age years,24545,4255,28800,54,9.4
2021/05/19,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,7779,12-19 years,2170,24,2194,27.9,0.3
2021/05/19,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,44857,20-39 years,12561,1078,13639,28,2.4
2021/05/19,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,29656,40-59 years,16038,1243,17281,54.1,4.2
2021/05/19,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,11824,60-74 years,9247,636,9883,78.2,5.4
2021/05/19,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,3380,75+ years,2575,1860,4435,76.2,55
2021/05/19,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,125654,All age years,42637,4841,47478,33.9,3.9
2021/05/19,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,5785,12-19 years,1267,19,1286,21.9,0.3
2021/05/19,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,28657,20-39 years,7152,521,7673,25,1.8
2021/05/19,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,25149,40-59 years,12445,802,13247,49.5,3.2
2021/05/19,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,14007,60-74 years,11137,1019,12156,79.5,7.3
2021/05/19,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,4576,75+ years,3941,3208,7149,86.1,70.1
2021/05/19,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,96631,All age years,35969,5569,41538,37.2,5.8
2021/05/19,Z2.3.A.01,CALGARY - EAST,CALGARY,4124,12-19 years,741,7,748,18,0.2
2021/05/19,Z2.3.A.01,CALGARY - EAST,CALGARY,21176,20-39 years,4985,341,5326,23.5,1.6
2021/05/19,Z2.3.A.01,CALGARY - EAST,CALGARY,20685,40-59 years,9634,554,10188,46.6,2.7
2021/05/19,Z2.3.A.01,CALGARY - EAST,CALGARY,11080,60-74 years,8252,714,8966,74.5,6.4
2021/05/19,Z2.3.A.01,CALGARY - EAST,CALGARY,3557,75+ years,2923,2370,5293,82.2,66.6
2021/05/19,Z2.3.A.01,CALGARY - EAST,CALGARY,72591,All age years,26544,3986,30530,36.6,5.5
2021/05/19,Z2.3.B.02,CALGARY - SE,CALGARY,7432,12-19 years,2788,23,2811,37.5,0.3
2021/05/19,Z2.3.B.02,CALGARY - SE,CALGARY,41476,20-39 years,15837,1547,17384,38.2,3.7
2021/05/19,Z2.3.B.02,CALGARY - SE,CALGARY,38943,40-59 years,23827,1591,25418,61.2,4.1
2021/05/19,Z2.3.B.02,CALGARY - SE,CALGARY,15419,60-74 years,12493,1221,13714,81,7.9
2021/05/19,Z2.3.B.02,CALGARY - SE,CALGARY,4263,75+ years,3729,3433,7162,87.5,80.5
2021/05/19,Z2.3.B.02,CALGARY - SE,CALGARY,138537,All age years,58821,7815,66636,42.5,5.6
2021/05/19,Z2.4.A.01,CALGARY - WEST,CALGARY,6217,12-19 years,3350,23,3373,53.9,0.4
2021/05/19,Z2.4.A.01,CALGARY - WEST,CALGARY,22214,20-39 years,10398,691,11089,46.8,3.1
2021/05/19,Z2.4.A.01,CALGARY - WEST,CALGARY,28211,40-59 years,19288,1152,20440,68.4,4.1
2021/05/19,Z2.4.A.01,CALGARY - WEST,CALGARY,13870,60-74 years,11239,1494,12733,81,10.8
2021/05/19,Z2.4.A.01,CALGARY - WEST,CALGARY,5221,75+ years,4572,4193,8765,87.6,80.3
2021/05/19,Z2.4.A.01,CALGARY - WEST,CALGARY,93211,All age years,49001,7553,56554,52.6,8.1
2021/05/19,Z2.4.B.02,CALGARY - CENTRE,CALGARY,1390,12-19 years,481,1,482,34.6,0.1
2021/05/19,Z2.4.B.02,CALGARY - CENTRE,CALGARY,33047,20-39 years,13991,863,14854,42.3,2.6
2021/05/19,Z2.4.B.02,CALGARY - CENTRE,CALGARY,17260,40-59 years,9301,363,9664,53.9,2.1
2021/05/19,Z2.4.B.02,CALGARY - CENTRE,CALGARY,8169,60-74 years,5860,704,6564,71.7,8.6
2021/05/19,Z2.4.B.02,CALGARY - CENTRE,CALGARY,2988,75+ years,2287,1921,4208,76.5,64.3
2021/05/19,Z2.4.B.02,CALGARY - CENTRE,CALGARY,69057,All age years,31931,3852,35783,46.2,5.6
2021/05/19,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,2940,12-19 years,1422,10,1432,48.4,0.3
2021/05/19,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,21123,20-39 years,9984,868,10852,47.3,4.1
2021/05/19,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,18494,40-59 years,12319,736,13055,66.6,4
2021/05/19,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,8966,60-74 years,7187,1056,8243,80.2,11.8
2021/05/19,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,3869,75+ years,3487,3127,6614,90.1,80.8
2021/05/19,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,66463,All age years,34462,5797,40259,51.9,8.7
2021/05/19,Z2.4.D.04,CALGARY - ELBOW,CALGARY,1877,12-19 years,1040,8,1048,55.4,0.4
2021/05/19,Z2.4.D.04,CALGARY - ELBOW,CALGARY,11893,20-39 years,5247,340,5587,44.1,2.9
2021/05/19,Z2.4.D.04,CALGARY - ELBOW,CALGARY,10652,40-59 years,6969,514,7483,65.4,4.8
2021/05/19,Z2.4.D.04,CALGARY - ELBOW,CALGARY,7583,60-74 years,6205,1202,7407,81.8,15.9
2021/05/19,Z2.4.D.04,CALGARY - ELBOW,CALGARY,3832,75+ years,3276,3046,6322,85.5,79.5
2021/05/19,Z2.4.D.04,CALGARY - ELBOW,CALGARY,41000,All age years,22771,5110,27881,55.5,12.5
2021/05/19,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,5464,12-19 years,1820,16,1836,33.3,0.3
2021/05/19,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,30543,20-39 years,11540,786,12326,37.8,2.6
2021/05/19,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,29766,40-59 years,18471,1024,19495,62.1,3.4
2021/05/19,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,20793,60-74 years,17119,1912,19031,82.3,9.2
2021/05/19,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,8203,75+ years,7252,6493,13745,88.4,79.1
2021/05/19,Z2.4.E.05,CALGARY - FISH CREEK,CALGARY,111466,All age years,56270,10231,66501,50.5,9.2
2021/05/19,Z2.4.F.06,CALGARY - SW,CALGARY,7799,12-19 years,2833,41,2874,36.3,0.5
2021/05/19,Z2.4.F.06,CALGARY - SW,CALGARY,32217,20-39 years,12175,1093,13268,37.8,3.4
2021/05/19,Z2.4.F.06,CALGARY - SW,CALGARY,35029,40-59 years,21495,1711,23206,61.4,4.9
